arrival_time,runtime,gpus
237207.00000000003,62353.99999999997,1
237207.00000000003,61738.99999999997,1
237212.00000000003,61459.99999999997,1
240615.00000000003,59326.99999999997,1
250098.00000000003,1959497.0,1
255644.00000000003,10963.99999999997,1
260743.0,2552.0,1
266694.0,11084.0,1
274236.0,4428.0,1
274236.0,3597.0,1
277722.0,27911.0,1
298578.0,802202.0,1
298579.0,1740464.0,1
298579.0,1484378.0,1
298579.0,1042348.0,1
298579.0,3535.0,1
298579.0,1483643.0,1
298579.0,1152128.0,1
301969.0,604260.0,1
305319.0,28262.0,1
313848.0,879934.0,1
314660.0,1088.0,1
315602.0,1451004.0,1
315603.0,1997997.0,1
315603.0,2308419.0,1
316454.0,6141.0,1
320389.0,58080.0,1
321392.0,852690.0,1
321392.0,71861.0,1
321392.0,75283.0,1
321392.0,2097.0,1
321392.0,696704.0,1
321393.0,1256.0,1
322014.0,1408.0,1
322646.0,386.0,1
323107.0,16969.0,1
325832.0,985.0,1
327058.0,3756.0,1
327058.0,1123922.0,1
327060.0,3818.0,1
332042.0,6542.0,1
332957.0,2218655.0,1
332957.0,667764.0,1
332957.0,33572.0,1
332958.0,11551.0,1
332958.0,1222088.0,1
332958.0,6066.0,1
332958.0,5950.0,1
332958.0,5920.0,1
332958.0,16585.0,1
332958.0,1222293.0,1
332958.0,27613.0,1
332959.0,27612.0,1
332959.0,27669.0,1
332959.0,11429.0,1
332959.0,2218815.0,1
338480.0,27804.0,1
338481.0,5850.0,1
338481.0,1216536.0,1
338481.0,356895.0,1
338481.0,5973.0,1
338481.0,11060.0,1
338481.0,22085.0,1
338481.0,22086.0,1
338481.0,27852.0,1
338481.0,33321.0,1
338700.0,1210945.0,1
340699.0,4055.0,1
340699.0,752167.0,1
340699.0,822916.0,1
340699.0,832848.0,1
340699.0,832807.0,1
340699.0,833102.0,1
340699.0,833240.0,1
340699.0,833579.0,1
344010.0,5964.0,1
347119.0,2171.0,1
349545.0,5567.0,1
349545.0,284606.0,1
349545.0,284727.0,1
350194.0,14866.0,1
350195.0,3599.0,1
355057.0,165556.0,1
360580.0,11151.0,1
360581.0,1194726.0,1
360581.0,295833.0,1
360581.0,160141.0,1
366078.0,1189125.0,1
366078.0,1242935.0,1
371573.0,821896.0,1
377423.0,1123668.0,1
377457.0,66.0,1
378025.0,67.0,1
381201.0,11249.0,1
381201.0,11249.0,1
381202.0,11248.0,1
381202.0,11248.0,1
381769.0,38.0,1
382897.0,3593.0,1
382897.0,5606.0,1
382897.0,3593.0,1
382897.0,3541.0,1
382897.0,3620.0,1
382899.0,3620.0,1
384194.0,29.0,1
384462.0,79.0,1
386303.0,6970.0,1
386303.0,6899.0,1
393101.0,3563.0,1
393101.0,3626.0,1
393101.0,3622.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
398807.0,436193.0,1
406756.0,2216662.0,1
417913.0,51362.00000000006,1
417913.0,51362.00000000006,1
417915.0,51350.00000000006,1
417915.0,51350.00000000006,1
432274.0,145204.0,1
432275.0,761318.0,1
433542.0,2331.0,1
441805.0,9679.0,1
441805.0,3545.0,1
478286.00000000006,3838.0,1
478286.00000000006,3479.0,1
478286.00000000006,20767.0,1
478286.00000000006,3627.0,1
478286.00000000006,3831.0,1
478286.00000000006,3558.0,1
478286.00000000006,3539.0,1
478287.00000000006,20714.0,1
478287.00000000006,20684.0,1
481685.00000000006,332186.99999999994,1
481685.00000000006,6997.0,1
481685.00000000006,3538.0,1
481686.00000000006,3620.0,1
481686.00000000006,7532.0,1
481686.00000000006,6981.0,1
481686.00000000006,3594.0,1
481686.00000000006,6978.0,1
481686.00000000006,3537.0,1
485083.00000000006,532670.0,1
488493.00000000006,10385.0,1
488494.00000000006,10444.0,1
488494.00000000006,10964.0,1
488494.00000000006,10390.0,1
498785.00000000006,3603.0,1
498786.00000000006,4113.0,1
498786.00000000006,3597.0,1
502216.00000000006,4108.0,1
502216.00000000006,3591.0,1
502217.00000000006,10446.0,1
509051.00000000006,3586.0,1
509051.00000000006,4087.0,1
509493.00000000006,684036.0,1
512484.00000000006,4179.0,1
512484.00000000006,3646.0,1
512487.00000000006,3618.0,1
515165.00000000006,762.0,1
515918.00000000006,4139.0,1
515918.00000000006,6855.999999999942,1
515919.00000000006,7045.999999999942,1
519348.00000000006,3478.999999999942,1
519943.00000000006,2639.999999999942,1
520558.0,11263.0,1
522777.0,30816.0,1
522777.0,13673.0,1
522777.0,30797.0,1
522993.0,14898.0,1
525749.0,12121.0,1
525753.0,3602.0,1
531592.0,662021.0,1
536416.0,17666.0,1
542622.0,5846.0,1
543445.0,10467.0,1
546596.0,6938.0,1
546596.0,1493167.0,1
546596.0,546255.0,1
546596.0,6927.0,1
546598.0,6989.0,1
548123.0,645355.0,1
553416.0,3641.0,1
553959.0,3372.0,1
556831.0,251821.0,1
556833.0,270831.0,1
556837.0,4286.0,1
560216.0,2708.0,1
560216.0,2707.0,1
560216.0,2708.0,1
563642.0,2710.0,1
563642.0,2710.0,1
563642.0,2709.0,1
570451.0,7375.0,1
570451.0,279094.0,1
570451.0,279076.0,1
570451.0,7226.0,1
570451.0,6965.0,1
570451.0,7071.0,1
570451.0,279785.0,1
570451.0,279309.0,1
570451.0,279346.0,1
570452.0,7226.0,1
570662.0,257004.0,1
570664.0,237992.0,1
572470.0,72399.0,1
577236.0,45739.0,1
577236.0,45655.0,1
577236.0,45642.0,1
577278.0,3672.0,1
577278.0,272258.0,1
577279.0,3954.0,1
578072.0,130.0,1
580704.0,10488.0,1
580705.0,10796.0,1
590980.0,10747.0,1
597808.0,7074.0,1
606353.0,3522.0,1
606353.0,893.0,1
612881.0,11394.0,1
612881.0,3595.0,1
617382.0,3593.0,1
622638.0,5746.0,1
622638.0,22378.0,1
622638.0,5864.0,1
622638.0,5883.0,1
628149.0,16717.0,1
633682.0,6124.0,1
633682.0,1852576.0,1
639191.0,22644.0,1
644706.0,1841603.0,1
644708.0,6157.0,1
648773.0,2183.0,1
650203.0,529322.0,1
655734.0,743258.0,1
661240.0,485325.0,1
692753.0,4014.0,1
692753.0,646.0,1
695389.0,114886.0,1
701802.0,8892.0,1
763117.0,48085.0,1
779148.0,2627.0,1
791505.0,3596.0,1
791505.0,5575.0,1
809759.0,43445.0,1
811899.0,37691.0,1
818698.0,963767.0,1
818699.0,962820.0,1
818699.0,3482.0,1
822092.0,3535.0,1
825481.0,957154.0,1
825481.0,958733.0,1
825481.0,958660.0,1
825481.0,3948.0,1
825481.0,6966.0,1
825481.0,7510.0,1
825481.0,957119.0,1
825481.0,957119.0,1
825481.0,958735.0,1
825481.0,957119.0,1
827653.0,933916.0,1
828886.0,953763.0,1
832300.0,165897.0,1
832300.0,7272.0,1
832301.0,3608.0,1
832301.0,166027.0,1
832301.0,165914.0,1
832301.0,7014.0,1
832301.0,167141.0,1
832301.0,166489.0,1
832301.0,165914.0,1
832302.0,166011.0,1
834890.0,1044643.0,1
834890.0,1098.0,1
834890.0,4502.0,1
835714.0,3678.0,1
835716.0,3551.0,1
835716.0,4110.0,1
835719.0,3591.0,1
839117.0,1040416.0,1
839120.0,943086.0,1
845480.0,3421.0,1
845512.0,3317.0,1
847610.0,946.0,1
847645.0,945.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,148844.0,1
848082.0,148638.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848082.0,140.0,1
848587.0,244.0,1
849331.0,149026.0,1
849332.0,20663.0,1
856150.0,141772.0,1
865552.0,2812.0,1
869816.0,17251.0,1
869817.0,17413.0,1
869817.0,17398.0,1
869818.0,17065.0,1
878439.0,4993.0,1
878439.0,3610.0,1
879896.0,7750.0,1
881526.0,6088.0,1
886783.0,3941.0,1
886783.0,16518.0,1
886783.0,16512.0,1
886785.0,15892.0,1
886787.0,992746.0,1
890227.0,13036.0,1
898332.0,101509.0,1
898342.0,20861.0,1
898342.0,229374.0,1
898909.0,18511.0,1
898909.0,18860.0,1
898909.0,18842.0,1
898909.0,20049.0,1
898909.0,18509.0,1
898909.0,201091.0,1
898909.0,100011.0,1
898909.0,101069.0,1
898909.0,204511.0,1
898909.0,101299.0,1
898909.0,201089.0,1
898918.0,3583.0,1
898918.0,20002.0,1
898918.0,100467.0,1
898918.0,1232544.0,1
898918.0,104120.0,1
898918.0,19992.0,1
898918.0,20176.0,1
898918.0,20173.0,1
898918.0,20408.0,1
898918.0,100283.0,1
900998.0,18112.0,1
902144.0,25122.0,1
902163.0,316.0,1
902163.0,316.0,1
902163.0,316.0,1
902163.0,316.0,1
902163.0,316.0,1
902163.0,431.0,1
902163.0,316.0,1
902163.0,316.0,1
902163.0,316.0,1
902427.0,210383.0,1
902427.0,103601.0,1
902428.0,10376.0,1
905850.0,13249.0,1
905851.0,207217.0,1
905851.0,698711.0,1
905851.0,206999.0,1
905851.0,194343.0,1
905851.0,194622.0,1
910187.0,201433.0,1
910188.0,1463067.0,1
910198.0,202637.0,1
910649.0,510513.0,1
910650.0,510425.0,1
910903.0,202222.0,1
910913.0,192477.0,1
910919.0,200798.0,1
910927.0,200676.0,1
910930.0,201069.0,1
910935.0,89340.0,1
910937.0,192520.0,1
910939.0,89373.0,1
912701.0,87092.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,743.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,741.0,1
915031.0,743.0,1
915571.0,80137.0,1
915571.0,95327.0,1
915573.0,81406.0,1
915573.0,129.0,1
915573.0,81.0,1
915573.0,81135.0,1
915761.0,80268.0,1
915770.0,81899.0,1
915775.0,3088.0,1
915777.0,3086.0,1
915876.0,81825.0,1
916689.0,910.0,1
916691.0,910.0,1
916899.0,186541.0,1
916899.0,175995.0,1
916899.0,175995.0,1
916899.0,83361.0,1
916900.0,612403.0,1
916900.0,612194.0,1
916900.0,107863.0,1
916900.0,186608.0,1
916900.0,186544.0,1
916900.0,612098.0,1
916901.0,577206.0,1
916901.0,577189.0,1
916901.0,612087.0,1
916901.0,611957.0,1
916901.0,577105.0,1
916901.0,612017.0,1
916902.0,577462.0,1
916942.0,612045.0,1
916942.0,179663.0,1
916942.0,175952.0,1
916942.0,611128.0,1
916942.0,175952.0,1
916943.0,179804.0,1
916945.0,611973.0,1
916947.0,577070.0,1
917673.0,912.0,1
918625.0,184.0,1
918881.0,258.0,1
918883.0,184562.0,1
918954.0,80248.0,1
918964.0,2879.0,1
919063.0,2768.0,1
919137.0,454601.0,1
919137.0,89295.0,1
920358.0,1393211.0,1
921680.0,77534.0,1
921680.0,77537.0,1
927186.0,86895.0,1
927250.0,185462.0,1
927251.0,185494.0,1
927251.0,73118.0,1
927252.0,173008.0,1
927252.0,602045.0,1
927252.0,602022.0,1
927252.0,601981.0,1
927252.0,176098.0,1
927253.0,172719.0,1
947433.0,61241.0,1
947434.0,426833.0,1
951964.0,2622.0,1
952973.0,16864.0,1
959554.0,37841.0,1
961820.0,542807.0,1
961821.0,201301.0,1
961821.0,201184.0,1
969568.0,66364.0,1
975432.0,1211.0,1
975950.0,1896.0,1
986007.0,114244.0,1
986007.0,114213.0,1
991641.0,1139692.0,1
997218.0,105939.0,1
997223.0,38169.0,1
997644.0,1349.0,1
997645.0,291.0,1
997646.0,263.0,1
997646.0,82591.0,1
997646.0,287.0,1
997647.0,288.0,1
997682.0,105729.0,1
998083.0,105377.0,1
998083.0,105313.0,1
998083.0,106966.0,1
998083.0,105390.0,1
998083.0,105231.0,1
998083.0,105888.0,1
998584.0,104.0,1
998584.0,104833.0,1
998588.0,157.0,1
998588.0,137.0,1
998588.0,129.0,1
998773.0,367.0,1
998778.0,155.0,1
998781.0,104.0,1
998783.0,4029.0,1
998814.0,69.0,1
998886.0,58.0,1
998949.0,374605.0,1
998978.0,71.0,1
998987.0,20350.0,1
999073.0,36764.0,1
999093.0,3708.0,1
999124.0,44.0,1
999250.0,86414.0,1
999265.0,19108.0,1
1000045.0,100063.0,1
1000045.0,92849.0,1
1000046.0,782.0,1
1001483.0,2714.0,1
1002707.0,371127.0,1
1002707.0,16720.0,1
1002707.0,471003.0,1
1004865.0,4833.0,1
1004865.0,14397.0,1
1008193.0,11200.0,1
1008194.0,88476.0,1
1008293.0,3431.0,1
1011243.0,1821.0,1
1012602.0,1797.0,1
1013771.0,5587.0,1
1013903.0,2917.0,1
1015204.0,2996.0,1
1015795.0,283.0,1
1017710.0,1743.0,1
1019262.0,60868.0,1
1019262.0,8533.0,1
1019262.0,354514.0,1
1019263.0,5876.0,1
1024764.0,309378.0,1
1024772.0,5465.0,1
1027466.0,305064.0,1
1030083.0,385649.0,1
1035617.0,296634.0,1
1035617.0,321448.0,1
1035618.0,296717.0,1
1038347.0,2581.0,1
1038347.0,2581.0,1
1068654.0,72220.0,1
1078063.0,12154.0,1
1079810.0,5718.0,1
1079810.0,5643.0,1
1085087.0,11548.0,1
1085324.0,55573.0,1
1085324.0,55597.0,1
1085325.0,66519.0,1
1088378.0,503.0,1
1088381.0,15062.0,1
1089139.0,31147.0,1
1093051.0,10459.0,1
1093051.0,400875.0,1
1096361.0,55699.0,1
1096361.0,97025.0,1
1096438.0,1217189.0,1
1098196.0,331677.0,1
1098196.0,331717.0,1
1098196.0,18283.0,1
1098196.0,18283.0,1
1098196.0,82344.0,1
1098196.0,429034.0,1
1098196.0,334371.0,1
1098196.0,331835.0,1
1098196.0,331717.0,1
1098196.0,82344.0,1
1098196.0,82344.0,1
1098196.0,16735.0,1
1098196.0,17694.0,1
1098196.0,17573.0,1
1098196.0,18290.0,1
1098196.0,18283.0,1
1098196.0,334368.0,1
1098196.0,332408.0,1
1098196.0,333994.0,1
1098196.0,333693.0,1
1098196.0,82344.0,1
1098196.0,332189.0,1
1098196.0,429763.0,1
1098197.0,332035.0,1
1099843.0,1447011.0,1
1101734.0,8270.0,1
1101815.0,814.0,1
1101835.0,187.0,1
1103240.0,78467.0,1
1103240.0,2579.0,1
1103241.0,426997.0,1
1103241.0,328626.0,1
1103242.0,328543.0,1
1103242.0,328523.0,1
1103242.0,328620.0,1
1103244.0,937223.0,1
1103246.0,328545.0,1
1103264.0,6.0,1
1103476.0,6.0,1
1105513.0,326375.0,1
1111477.0,3818.0,1
1111477.0,6573.0,1
1111477.0,5265.0,1
1111477.0,3764.0,1
1111477.0,4922.0,1
1111477.0,3907.0,1
1111477.0,3976.0,1
1111477.0,5006.0,1
1111477.0,3878.0,1
1111478.0,320422.0,1
1114073.0,2664.0,1
1116284.0,3748.0,1
1116285.0,919500.0,1
1117617.0,27495.0,1
1117618.0,314270.0,1
1117618.0,314620.0,1
1117618.0,314273.0,1
1119259.0,13712.0,1
1124869.0,14441.0,1
1127632.0,13075.0,1
1132304.0,14948.0,1
1138669.0,17137.0,1
1140591.0,392370.0,1
1140591.0,11572.0,1
1140591.0,216566.0,1
1140591.0,392284.0,1
1144784.0,287349.0,1
1145989.0,19867.0,1
1146097.0,11791.0,1
1151682.0,510979.0,1
1151682.0,347009.0,1
1151683.0,5964.0,1
1151864.0,3578.0,1
1154380.0,9.0,1
1154733.0,16711.0,1
1157194.0,527859.0,1
1157195.0,677691.0,1
1162085.0,3480.0,1
1162700.0,5846.0,1
1162701.0,30834.0,1
1164869.0,14740.0,1
1167380.0,9.0,1
1167764.0,3176.0,1
1168235.0,30906.0,1
1168531.0,6.0,1
1170555.0,13916.0,1
1173371.0,2596.0,1
1173375.0,1450636.0,1
1175652.0,256214.0,1
1175661.0,5.0,1
1175805.0,1072.0,1
1176483.0,3122.0,1
1179252.0,27551.0,1
1179301.0,19596.0,1
1179902.0,2503.0,1
1180015.0,353597.0,1
1180015.0,353695.0,1
1180015.0,2692.0,1
1180015.0,353586.0,1
1180344.0,234902.0,1
1180345.0,353257.0,1
1180345.0,2395.0,1
1180345.0,353257.0,1
1180345.0,353257.0,1
1182055.0,233436.0,1
1182537.0,232949.0,1
1182537.0,2502.0,1
1183211.0,11.0,1
1183750.0,29621.0,1
1184722.0,231591.0,1
1190290.0,5.0,1
1193110.0,89671.0,1
1193110.0,5900.0,1
1193110.0,280566.0,1
1193110.0,158834.0,1
1193110.0,60804.0,1
1193110.0,11419.0,1
1193110.0,5840.0,1
1193110.0,273434.0,1
1193110.0,273331.0,1
1193110.0,6293.0,1
1193110.0,5692.0,1
1193111.0,599249.0,1
1193113.0,11200.0,1
1193113.0,11730.0,1
1193113.0,22403.0,1
1198621.0,306054.0,1
1198622.0,11258.0,1
1198623.0,33412.0,1
1198623.0,268114.0,1
1204137.0,178889.0,1
1204138.0,89829.0,1
1204138.0,351057.0,1
1204138.0,5961.0,1
1204880.0,5.0,1
1205655.0,14019.0,1
1209658.0,5565.0,1
1209660.0,5762.0,1
1211146.0,836.0,1
1211413.0,7.0,1
1212070.0,14365.0,1
1215180.0,340024.0,1
1215180.0,258504.0,1
1215180.0,630705.0,1
1215181.0,258561.0,1
1219030.0,15288.0,1
1219080.0,6.0,1
1225571.0,5.0,1
1231713.0,151253.0,1
1232652.0,6.0,1
1233185.0,7844.0,1
1233803.0,13.0,1
1238663.0,5.0,1
1240395.0,15511.0,1
1240577.0,17.0,1
1246811.0,6.0,1
1247836.0,14513.0,1
1253788.0,56607.0,1
1254370.0,8.0,1
1255275.0,11829.0,1
1260441.0,8.0,1
1261693.0,7.0,1
1261756.0,11867.0,1
1266010.0,27494.0,1
1266380.0,7.0,1
1272970.0,22746.0,1
1273285.0,14.0,1
1278517.0,590.0,1
1280541.0,3.0,1
1282581.0,6095.0,1
1288101.0,316392.0,1
1288102.0,4.0,1
1292050.0,17355.0,1
1293617.0,527777.0,1
1294941.0,6.0,1
1294997.0,15740.0,1
1297556.0,1200.0,1
1297559.0,650.0,1
1297559.0,4011.0,1
1302861.0,6.0,1
1307710.0,9435.0,1
1309091.0,6.0,1
1310111.0,8851.0,1
1316181.0,8.0,1
1316580.0,7694.0,1
1317911.0,8013.0,1
1318102.0,8.0,1
1323266.0,7.0,1
1323562.0,15288.0,1
1324876.0,6763.0,1
1325301.0,8.0,1
1331065.0,15.0,1
1331111.0,14622.0,1
1332231.0,200828.0,1
1332232.0,50717.0,1
1332232.0,5674.0,1
1334204.0,73935.0,1
1337121.0,10.0,1
1337725.0,265400.0,1
1337902.0,5.0,1
1338187.0,9841.0,1
1340455.0,75251.0,1
1340935.0,322.0,1
1345181.0,9452.0,1
1345461.0,6.0,1
1346956.0,32446.0,1
1347391.0,6.0,1
1351448.0,147728.0,1
1354020.0,29514.0,1
1354632.0,3.0,1
1356966.0,224136.0,1
1356966.0,505312.0,1
1361732.0,6.0,1
1368852.0,6.0,1
1373457.0,196722.0,1
1373457.0,196621.0,1
1373457.0,387522.0,1
1376052.0,8.0,1
1378452.0,12411.0,1
1382615.0,5476.0,1
1382615.0,5510.0,1
1382616.0,302266.0,1
1382781.0,14888.0,1
1383613.0,17.0,1
1383964.0,2155.0,1
1384411.0,9.0,1
1388104.0,684161.0,1
1388104.0,237935.0,1
1388106.0,5884.0,1
1390213.0,14649.0,1
1391873.0,4.0,1
1393615.0,210877.0,1
1397161.0,14943.0,1
1397762.0,6.0,1
1399114.0,5818.0,1
1404251.0,15108.0,1
1404635.0,209810.0,1
1405022.0,7.0,1
1408206.0,113813.0,1
1408342.0,7.0,1
1411285.0,2.0,1
1411511.0,15235.0,1
1412346.0,4.0,1
1414488.0,119120.0,1
1414837.0,344.0,1
1415290.0,2414.0,1
1415290.0,2512.0,1
1415290.0,108835.0,1
1415995.0,450.0,1
1417275.0,7164.0,1
1417314.0,297686.0,1
1418726.0,14966.0,1
1419544.0,24.0,1
1420930.0,205190.0,1
1421567.0,9109.0,1
1421719.0,383.0,1
1421779.0,13704.0,1
1422515.0,73.0,1
1422883.0,96.0,1
1423085.0,87.0,1
1423198.0,1704.0,1
1423288.0,5397.0,1
1423508.0,116.0,1
1423938.0,159.0,1
1424375.0,114.0,1
1424532.0,891.0,1
1424727.0,4686.0,1
1425439.0,8793.0,1
1425963.0,476.0,1
1426150.0,15668.0,1
1426451.0,1245.0,1
1426745.0,4.0,1
1427242.0,2853.0,1
1428038.0,4087.0,1
1428999.0,1629.0,1
1429780.0,90.0,1
1429862.0,9405.0,1
1429951.0,85.0,1
1430530.0,608525.0,1
1430717.0,3661.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1361.0,1
1430839.0,1374.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430839.0,1795.0,1
1430960.0,5396.0,1
1431669.0,608136.0,1
1431671.0,5030.0,1
1431671.0,621.0,1
1431671.0,606.0,1
1431850.0,12989.0,1
1431851.0,4670.0,1
1431851.0,3196.0,1
1431851.0,4730.0,1
1431851.0,3277.0,1
1431851.0,4970.0,1
1431931.0,14092.0,1
1431938.0,3473.0,1
1431951.0,3243.0,1
1431953.0,207.0,1
1431955.0,3660.0,1
1431966.0,2941.0,1
1431984.0,13576.0,1
1431987.0,3013.0,1
1431991.0,227.0,1
1432013.0,32.0,1
1432067.0,52.0,1
1432473.0,6161.0,1
1433023.0,671.0,1
1433331.0,5382.0,1
1433842.0,12.0,1
1433975.0,4041.0,1
1434072.0,10.0,1
1434534.0,64.0,1
1434887.0,4285.0,1
1435054.0,93756.0,1
1435054.0,5352.0,1
1435056.0,5074.0,1
1435056.0,5074.0,1
1435599.0,10653.0,1
1436228.0,3079.0,1
1436546.0,13733.0,1
1436836.0,3294.0,1
1436836.0,11579.0,1
1436836.0,3295.0,1
1436984.0,2507.0,1
1438778.0,8439.0,1
1438806.0,9783.0,1
1438974.0,17653.0,1
1439239.0,9748.0,1
1439934.0,8482.0,1
1439934.0,8482.0,1
1440721.0,7890.0,1
1441286.0,4190.0,1
1441299.0,12489.0,1
1441339.0,741.0,1
1441534.0,758.0,1
1441596.0,8.0,1
1442082.0,7240.0,1
1442318.0,6234.0,1
1444456.0,2086.0,1
1445143.0,61290.0,1
1445143.0,61594.0,1
1445145.0,60886.0,1
1446363.0,8029.0,1
1446939.0,12246.0,1
1447194.0,2078.0,1
1447194.0,81407.0,1
1447194.0,58531.0,1
1447194.0,81436.0,1
1447195.0,81556.0,1
1447195.0,2078.0,1
1447195.0,2193.0,1
1447474.0,548.0,1
1448224.0,30959.0,1
1448227.0,1356.0,1
1448227.0,85375.0,1
1448227.0,80688.0,1
1448349.0,6043.0,1
