arrival_time,runtime,gpus,priority
0.0,8102009.0,1,0.5
0.0,1727999.0,1,0.5
0.0,86399.0,1,0.5
0.0,1036799.0,1,0.5
0.0,172799.0,8,5.0
0.0,518399.0,1,0.5
0.0,15897599.0,1,0.5
0.0,3741221.0,1,0.5
0.0,7174455.0,1,0.5
0.0,15897599.0,1,0.5
0.0,259199.0,1,0.5
0.0,13400824.0,1,0.5
0.0,86399.0,1,0.5
0.0,518399.0,1,0.5
0.0,1506365.0,1,0.5
0.0,6220799.0,1,0.5
0.0,15897599.0,1,0.5
0.0,1727999.0,1,0.5
0.0,15897599.0,1,0.5
0.0,1727999.0,1,0.5
0.0,12441599.0,1,0.5
0.0,3974399.0,0,0.5
0.0,259199.0,8,5.0
0.0,518399.0,1,0.5
0.0,950399.0,1,0.5
0.0,12441599.0,1,0.5
0.0,345599.0,8,5.0
0.0,9158399.0,1,0.5
0.0,10320452.0,1,0.5
0.0,5961599.0,1,0.5
0.0,5142028.0,1,0.5
0.0,6652799.0,1,0.5
0.0,997632.0,1,0.5
0.0,6393599.0,1,0.5
0.0,3288266.0,1,0.5
0.0,4534628.0,1,0.5
0.0,6393599.0,1,0.5
0.0,86399.0,1,0.5
0.0,12441599.0,1,0.5
0.0,6393599.0,1,0.5
0.0,518399.0,1,0.5
0.0,691199.0,1,0.5
0.0,15897599.0,1,0.5
0.0,15897599.0,1,0.5
0.0,11717980.0,1,0.5
0.0,1123301.0,1,0.5
0.0,86399.0,1,0.5
0.0,8121599.0,1,0.5
0.0,5875199.0,1,0.5
0.0,5097599.0,1,0.5
0.0,259199.0,8,5.0
0.0,1567658.0,4,2.5
0.0,1382399.0,1,0.5
0.0,9939038.0,1,0.5
0.0,518399.0,1,0.5
0.0,1641599.0,1,0.5
0.0,518399.0,1,0.5
0.0,1814399.0,1,0.5
0.0,167074.0,8,5.0
0.0,1814399.0,1,0.5
0.0,518399.0,1,0.5
0.0,11662041.0,1,0.5
0.0,950399.0,1,0.5
0.0,7862399.0,1,0.5
0.0,172799.0,1,0.5
0.0,6047999.0,1,0.5
0.0,863999.0,1,0.5
0.0,1295999.0,1,0.5
0.0,5875199.0,1,0.5
0.0,950399.0,1,0.5
0.0,6047999.0,1,0.5
0.0,4579199.0,1,0.5
0.0,6047999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,5875199.0,1,0.5
0.0,6134399.0,1,0.5
0.0,6047999.0,1,0.5
0.0,86399.0,1,0.5
0.0,5875199.0,1,0.5
0.0,15897599.0,1,0.5
0.0,6047999.0,1,0.5
0.0,86399.0,1,0.5
0.0,6047999.0,1,0.5
0.0,950399.0,1,0.5
0.0,5702399.0,1,0.5
0.0,5875199.0,1,0.5
0.0,86399.0,1,0.5
0.0,86399.0,1,0.5
0.0,6047999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,863999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,950399.0,1,0.5
0.0,64046.0,8,5.0
0.0,172799.0,1,0.5
0.0,7257599.0,1,0.5
0.0,259199.0,1,0.5
0.0,86399.0,1,0.5
0.0,15897599.0,1,0.5
0.0,15897599.0,1,0.5
0.0,10464970.0,1,0.5
0.0,15897599.0,1,0.5
0.0,863999.0,1,0.5
0.0,5875199.0,1,0.5
0.0,5788799.0,1,0.5
0.0,15897599.0,1,0.5
0.0,950399.0,1,0.5
0.0,6047999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,6047999.0,1,0.5
0.0,172799.0,1,0.5
0.0,5875199.0,1,0.5
0.0,11339635.0,1,0.5
0.0,14687999.0,1,0.5
0.0,1123199.0,1,0.5
0.0,7171199.0,1,0.5
0.0,605857.0,0,0.5
0.0,863999.0,0,0.5
0.0,3974399.0,0,0.5
0.0,1727999.0,0,0.5
0.0,4062112.0,0,0.5
0.0,3974399.0,0,0.5
0.0,3974399.0,0,0.5
0.0,172799.0,0,0.5
0.0,4556012.0,8,5.0
0.0,15897599.0,1,0.5
0.0,518399.0,1,0.5
0.0,11491256.0,1,0.5
0.0,12182399.0,1,0.5
0.0,15897599.0,1,0.5
0.0,6047999.0,1,0.5
0.0,5875199.0,1,0.5
0.0,1555199.0,1,0.5
0.0,5875199.0,1,0.5
0.0,5097599.0,1,0.5
0.0,15897599.0,1,0.5
0.0,950399.0,1,0.5
0.0,1295999.0,1,0.5
0.0,863999.0,1,0.5
0.0,5875199.0,1,0.5
0.0,5875199.0,1,0.5
0.0,950399.0,1,0.5
0.0,3801599.0,1,0.5
0.0,342772.0,1,0.5
0.0,23985.0,8,5.0
0.0,172799.0,1,0.5
0.0,11633877.0,1,0.5
0.0,345599.0,1,0.5
0.0,86399.0,1,0.5
0.0,1468799.0,1,0.5
0.0,5443199.0,1,0.5
0.0,86399.0,8,5.0
0.0,6739199.0,1,0.5
0.0,1541401.0,1,0.5
0.0,5788799.0,1,0.5
0.0,6134399.0,1,0.5
0.0,3355232.0,1,0.5
0.0,691199.0,1,0.5
0.0,15897599.0,1,0.5
0.0,86399.0,1,0.5
0.0,431999.0,1,0.5
0.0,6144933.0,1,0.5
0.0,3974399.0,4,2.5
0.0,398534.0,1,0.5
0.0,1036957.0,1,0.5
0.0,1209599.0,1,0.5
0.0,296572.0,8,5.0
0.0,3425020.0,1,0.5
0.0,15897599.0,1,0.5
0.0,1180298.0,4,2.5
0.0,11836799.0,0,0.5
0.0,15897599.0,1,0.5
0.0,86399.0,0,0.5
0.0,259199.0,1,0.5
0.0,15897599.0,1,0.5
0.0,4147199.0,1,0.5
0.0,510818.0,2,1.0
0.0,6825599.0,1,0.5
0.0,6739199.0,1,0.5
0.0,3887999.0,1,0.5
0.0,8158012.0,1,0.5
0.0,6739199.0,1,0.5
0.0,518399.0,1,0.5
0.0,1383895.0,1,0.5
0.0,86399.0,1,0.5
0.0,11339490.0,1,0.5
0.0,259199.0,8,5.0
0.0,6739199.0,1,0.5
0.0,4147199.0,1,0.5
0.0,6739199.0,1,0.5
0.0,172799.0,1,0.5
0.0,1036799.0,1,0.5
0.0,6047999.0,1,0.5
0.0,1727999.0,1,0.5
0.0,3974399.0,1,0.5
0.0,863999.0,1,0.5
