episode,job_id,user_id,priority,gpus,runtime,arrival_time,start_time,finish_time,jct,wait_time,flops
113,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
113,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
114,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
114,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
114,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
114,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
115,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
115,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
115,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
115,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
116,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
116,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
116,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
116,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
117,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
117,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
117,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
117,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
118,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
118,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
118,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
118,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
119,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
119,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
119,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
119,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
120,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
120,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
120,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
120,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
121,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
121,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
121,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
121,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
122,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
122,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
122,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
122,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
123,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
123,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
123,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
123,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
124,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
124,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
124,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
124,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
125,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
125,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
125,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
125,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
126,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
126,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
126,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
126,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
127,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
127,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
127,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
127,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
128,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
128,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
128,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
128,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
129,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
129,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
129,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
129,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
130,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
130,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
130,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
130,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
131,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
131,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
131,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
131,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,4,0,1.0,1,14287.0,5150.999999999999,5151.0,42.0,-5108.999999999999,9.094947017729282e-13,1.4287e+16
132,7,0,1.0,1,321579.0,11873.0,11874.0,42.0,-11831.0,1.0,3.21579e+17
132,8,0,1.0,1,321524.0,11874.0,11875.0,42.0,-11832.0,1.0,3.21524e+17
132,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
132,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
132,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
132,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
133,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
133,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
133,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
133,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
134,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
134,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
134,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
134,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
125,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
125,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
125,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
125,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
126,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
126,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
126,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
126,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
127,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
127,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
127,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
127,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
128,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
128,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
128,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
128,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
129,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
129,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
129,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
129,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
130,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
130,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
130,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
130,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
131,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
131,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
131,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
131,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
132,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
132,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
132,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
132,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
133,2,0,1.0,1,1952.999999999999,39.0,40.0,1992.999999999999,1953.999999999999,1.0,1952999999999999.0
133,5,0,1.0,1,3596.0,5150.999999999999,5152.0,8748.0,3597.000000000001,1.0000000000009095,3596000000000000.0
133,3,0,1.0,1,11487.000000000002,849.9999999999991,850.0,12337.000000000002,11487.000000000004,9.094947017729282e-13,1.1487000000000002e+16
133,6,0,1.0,1,3586.0,9120.0,9121.0,12707.0,3587.0,1.0,3586000000000000.0
