algo,seed,episode,avg_jct,makespan,utilization,total_reward,num_jobs
sac,0,0,8550.209582043653,17953.44745277753,0.9399780141834914,-420623616.3142984,368
sac,0,1,8764.154515441547,17920.077687305602,0.9393225785554414,-420943005.147178,365
sac,0,2,8699.476367025505,17870.3801583714,0.940351478404135,-420995429.68115515,362
sac,0,3,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,4,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,5,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,6,8405.317575521678,17998.592686775366,6.293472369063246,-344285915.01617676,2359
sac,0,7,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,8,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,9,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,10,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,11,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,12,8685.277128225678,17994.366017276134,11.569127446162028,-271498101.3349469,4330
sac,0,13,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,14,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,15,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,16,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,17,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,18,8856.993704245942,17995.312902068505,16.696174986701198,-200872217.72599706,6263
sac,0,19,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,20,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,21,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,22,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,23,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,24,8546.83157700539,17991.157465254433,21.089190778482838,-131762900.12333772,7835
sac,0,25,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,26,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,27,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,28,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,29,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,30,8440.074173919573,17999.506472610705,5.321161088027525,-359065875.9609171,1993
sac,0,31,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,32,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,33,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,34,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
sac,0,35,8699.45703000893,17870.3801583714,0.940351478404135,-420995418.4427381,362
